<<<<<<<< HEAD:datasets/LLM_generated/pricesLLMGlobal.csv
Country,University,CollegeRank,Tuition,PercOfIntStud,AcceptanceRate,SafetyIndex,LivingCost,RentCost,GroceriesCost,RecreationCost,HealthcareCost,TransportCost,Link,Computer Science,Business,Economics,Psychology,Biology,Law,Medicine,Mathematics,Art,Physics,Latitude,Longitude,Ranking,region,SafetyCategory
GERMANY,University of Tubingen,568,1500,16,28,84,1200,500,200,100,350,60,https://www.uni-tuebingen.de,1,1,1,1,1,1,1,1,1,1,48.5216,9.0577,96.0,Europe
GERMANY,University of Regensburg,605,0,15,60,85,900,400,200,100,300,50,https://www.uni-regensburg.de,1,1,1,1,1,1,1,1,1,1,49.0134,12.1016,2001.0,Europe
GERMANY,University of Potsdam,628,3000,13,70,85,1200,500,250,90,300,50,https://www.uni-potsdam.de,1,1,1,1,1,1,0,1,1,1,52.401,13.0104,233.0,Europe
GERMANY,Technical University of Darmstadt,643,1500,25,60,85,1000,500,200,80,200,40,https://www.tu-darmstadt.de,1,1,1,1,1,1,0,1,0,1,49.8771,8.6568,298.0,Europe
GERMANY,University of Konstanz,501,1500,13,36,85,1200,500,250,100,300,50,https://www.uni-konstanz.de,1,1,1,1,1,1,0,1,1,1,47.6912,9.1861,268.0,Europe
GERMANY,University of Rostock,801,1500,12,50,83,1100,450,230,90,280,45,https://www.uni-rostock.de,1,1,1,1,1,0,1,1,0,1,54.0914,12.1001,2001.0,Europe
GERMANY,Technical University of Dortmund,801,1500,10,55,83,850,400,250,100,120,50,https://www.tu-dortmund.de,1,1,1,0,0,0,0,1,0,1,51.4923,7.4145,2001.0,Europe
GERMANY,Leibniz University Hannover,701,1500,12,50,85,850,400,250,100,120,50,https://www.uni-hannover.de,1,1,1,0,1,0,0,1,0,1,52.3818,9.7217,379.0,Europe
GERMANY,Ludwig Maximilian University of Munich,32,1500,20,15,85,1100,500,250,100,200,50,https://www.lmu.de,1,1,1,1,1,1,1,1,1,1,48.15,11.5833,2001.0,Europe
GHANA,University of Cape Coast,98,2500,5,70,60,600,250,150,100,200,40,https://ucc.edu.gh,1,1,1,1,1,1,1,1,1,1,5.1061,-1.2445,628.0,Africa
GHANA,University of Ghana,1001+,1000,10,70,55,500,200,150,50,150,20,https://www.ug.edu.gh,1,1,1,1,1,1,1,1,1,1,5.65,-0.1833,1063.0,Africa
GREECE,National and Kapodistrian University of Athens,154,3000,10,60,80,800,300,200,100,250,40,https://en.uoa.gr,1,1,1,1,1,1,1,1,1,1,37.9714,23.749,565.0,Europe
GREECE,Aristotle University of Thessaloniki,210,1000,8,70,85,800,300,200,120,150,30,https://www.auth.gr/en,1,1,1,1,1,1,1,1,1,1,40.631,22.9574,815.0,Europe
GREECE,University of Crete,302,1000,7,60,85,800,300,200,100,150,40,https://www.uoc.gr,1,1,1,1,1,0,1,1,0,1,35.34,25.133,528.0,Europe
GREECE,National Technical University of Athens,500,1500,12,70,75,800,400,200,50,200,35,https://www.ntua.gr,1,0,0,0,0,0,0,1,0,1,37.975,23.7355,722.0,Europe
GUATEMALA,Universidad de San Carlos de Guatemala,1001+,1000,5,70,50,600,200,150,50,100,20,https://www.usac.edu.gt,1,1,1,1,1,1,1,1,0,1,14.6038,-90.4894,2001.0,Southern America
HONG KONG,University of Hong Kong,34,12000,40,10,75,1600,900,300,150,500,50,https://www.hku.hk,1,1,1,1,1,1,1,1,1,1,22.2838,114.1374,35.0,Asia
HUNGARY,Eotvos Lorand University,153,5000,12,47,85,900,350,200,100,300,40,https://www.elte.hu,1,1,1,1,1,1,1,1,1,1,47.482,19.0627,2001.0,Europe
HUNGARY,University of Szeged,375,2500,14,74,83,800,350,200,120,150,30,https://u-szeged.hu,1,1,1,1,1,1,1,1,1,1,46.253,20.1482,1173.0,Europe
ICELAND,University of Iceland,550,500,10,90,100,1200,700,300,80,350,50,https://www.hi.is,1,1,0,1,1,0,1,1,0,1,64.1355,-21.8954,543.0,Europe
INDIA,University of Delhi,136,300,5,35,60,500,200,100,50,100,20,https://www.du.ac.in,1,1,1,1,1,1,1,1,1,1,28.5846,77.1621,852.0,Asia
INDIA,Indian Institute of Technology Bombay,161,5000,3,8,75,600,200,150,100,100,30,https://www.iitb.ac.in,1,1,1,0,1,0,0,1,0,1,19.1334,72.9133,670.0,Asia
INDIA,Indian Institute of Technology Kanpur,178,2000,2,10,70,600,200,150,100,100,20,https://www.iitk.ac.in,1,1,1,0,1,0,0,1,0,1,26.5123,80.2329,2001.0,Asia
INDIA,Indian Institute of Science,623,5000,1,15,55,600,200,150,50,100,20,https://www.iisc.ac.in,1,0,0,0,1,0,0,1,0,1,13.0212,77.5668,216.0,Asia
INDIA,Indian Institute of Technology Madras,715,1800,2,10,65,550,200,100,50,200,20,https://www.iitm.ac.in,1,0,1,0,1,0,0,1,0,1,12.9902,80.2335,2001.0,Asia
INDIA,Tata Institute of Fundamental Research,450,1000,5,25,70,650,300,150,50,200,25,https://www.tifr.res.in,1,0,0,0,1,0,0,1,0,1,19.0176,72.8282,2001.0,Asia
INDIA,Indian Institute of Technology Delhi,170,6000,10,2,70,700,350,150,80,150,50,https://www.iitd.ac.in,1,0,1,0,0,0,0,1,0,1,28.545,77.1926,2001.0,Asia
INDONESIA,University of Indonesia,190,1000,5,60,65,600,250,150,80,150,20,https://www.ui.ac.id,1,1,1,1,1,1,1,1,1,1,-6.362,106.8231,878.0,Asia
IRAN,University of Tehran,181,3000,5,35,60,600,200,150,100,150,25,https://ut.ac.ir,1,1,1,1,1,1,1,1,1,1,35.7033,51.418,487.0,Asia
IRAN,Tehran University of Medical Sciences,716,3000,4,30,60,400,150,70,40,200,25,https://www.tums.ac.ir,0,0,0,0,1,0,1,0,0,0,35.6976,51.4238,776.0,Asia
IRAQ,University of Baghdad,1001+,1000,3,80,40,400,150,100,30,100,25,https://www.uobaghdad.edu.iq,1,1,1,1,1,1,1,1,1,1,33.2706,44.3911,1543.0,Asia
IRELAND,University of Galway,142,15000,15,36,89,1500,600,300,150,400,60,https://www.universityofgalway.ie,1,1,1,1,1,1,1,1,1,1,53.2797,-9.0598,315.0,Europe
IRELAND,University of Limerick,308,12000,13,70,87,1200,500,250,150,300,50,https://www.ul.ie,1,1,1,1,1,0,0,1,1,1,52.6691,-8.6263,450.0,Europe
IRELAND,University College Cork,664,14000,15,80,90,1000,500,250,90,350,50,https://www.ucc.ie,1,1,1,1,1,1,1,1,1,1,51.8936,-8.4934,346.0,Europe
IRELAND,Trinity College Dublin,101,15000,30,15,80,1200,700,250,150,400,60,https://www.tcd.ie,1,1,1,1,1,1,1,1,1,1,53.3441,-6.2577,134.0,Europe
ISRAEL,Hebrew University of Jerusalem,155,10000,12,45,75,1400,600,300,150,400,60,https://en.huji.ac.il,1,1,1,1,1,1,1,1,1,1,31.783,35.2137,318.0,Asia
ISRAEL,Technion - Israel Institute of Technology,220,4500,10,25,80,1200,500,300,150,300,40,https://www.technion.ac.il/en,1,1,1,1,1,1,1,1,1,1,32.7768,35.024,394.0,Asia
ISRAEL,Bar-Ilan University,301,4000,8,50,75,1200,600,300,150,250,60,https://www.biu.ac.il,1,1,1,1,1,1,0,1,0,1,32.0739,34.9025,514.0,Asia
ISRAEL,Weizmann Institute of Science,593,18000,14,12,70,1400,600,250,100,300,50,https://www.weizmann.ac.il,0,0,0,0,1,0,0,1,0,1,31.9077,34.8096,2001.0,Asia
ITALY,University of Milan,77,2000,12,35,85,1400,700,300,150,300,60,https://www.unimi.it,1,1,1,1,1,1,1,1,1,1,45.4629,9.194,382.0,Europe
ITALY,University of Pisa,122,2500,12,40,84,1000,500,250,150,300,45,https://www.unipi.it,1,1,1,1,1,1,1,1,1,1,43.716,10.4003,467.0,Europe
ITALY,University of Pavia,255,3500,15,55,77,1000,450,200,100,250,40,https://web.unipv.it,1,1,1,1,1,1,1,1,1,1,45.1881,9.1569,330.0,Europe
ITALY,University of Naples Federico II,290,2000,5,55,72,1100,500,250,150,200,50,https://www.unina.it,1,1,1,0,1,1,1,1,1,1,40.853,14.2681,385.0,Europe
ITALY,University of Siena,316,2000,8,60,85,1000,400,250,150,200,40,https://www.unisi.it,1,1,1,1,1,1,1,1,1,1,43.3185,11.3307,585.0,Europe
ITALY,University of Turin,356,2800,9,65,83,1000,400,250,150,200,40,https://www.unito.it,1,1,1,1,1,1,1,1,1,1,45.0621,7.6629,492.0,Europe
ITALY,University of Padua,365,2800,10,70,83,1000,400,250,150,200,40,https://www.unipd.it,1,1,1,1,1,1,1,1,1,1,45.4064,11.8768,230.0,Europe
ITALY,University of Trento,372,2500,11,68,85,1000,400,250,150,150,40,https://www.unitn.it,1,1,1,1,1,1,0,1,1,1,46.0694,11.1211,397.0,Europe
ITALY,University of Trieste,614,2000,7,60,82,1000,500,250,100,300,35,https://www.units.it,1,1,1,1,1,1,1,1,1,1,45.6495,13.7768,594.0,Europe
ITALY,University of Catania,624,2000,5,70,75,1000,400,250,80,300,50,https://www.unict.it,1,1,1,1,1,1,1,1,1,1,37.5251,15.0816,413.0,Europe
ITALY,University of Verona,653,1500,15,80,85,800,400,200,70,300,40,https://www.univr.it,1,1,1,1,1,1,1,1,1,1,45.4282,10.9846,496.0,Europe
ITALY,University of Ferrara,658,1500,20,75,90,800,350,200,60,300,40,https://www.unife.it,1,1,1,1,1,0,1,1,1,1,44.8381,11.6186,535.0,Europe
ITALY,University of Modena and Reggio Emilia,665,2000,15,85,85,800,350,200,70,300,40,https://www.unimore.it,1,1,1,1,1,1,1,1,1,1,44.6461,10.9252,457.0,Europe
ITALY,Bocconi University,650,14000,25,38,83,1500,800,300,150,250,50,https://www.unibocconi.eu,0,1,1,0,0,1,0,1,0,0,45.4487,9.188,2001.0,Europe
ITALY,University of Palermo,950,1200,10,65,75,800,400,200,50,300,30,https://www.unipa.it,1,0,1,0,0,0,0,0,0,0,38.1125,13.3627,743.0,Europe
ITALY,University of Brescia,950,1200,8,60,75,800,400,200,50,300,30,https://www.unibs.it,1,0,0,0,0,0,0,1,0,0,45.5543,10.2312,409.0,Europe
ITALY,Polytechnic University of Turin,600,2800,20,60,75,900,500,250,80,350,45,https://www.polito.it,1,1,1,0,0,0,0,1,0,1,45.0621,7.6622,469.0,Europe
ITALY,University of Salerno,750,2500,10,50,85,800,400,200,60,250,40,https://www.unisa.it,1,1,1,1,1,0,0,1,0,0,40.7756,14.7873,580.0,Europe
ITALY,University of Bologna,160,9000,20,35,75,1000,500,250,100,200,50,https://www.unibo.it,1,1,1,1,1,1,1,1,1,1,44.4949,11.3426,156.0,Europe
JAMAICA,University of the West Indies,1001+,5000,10,50,60,700,200,150,50,100,25,https://www.uwi.edu,1,1,1,1,1,1,1,1,1,0,13.1168,-59.5988,2001.0,Southern America
JAPAN,Tokyo Medical and Dental University,251,6000,12,40,90,1500,700,300,150,400,60,https://www.tmd.ac.jp,1,1,1,1,1,1,1,1,1,1,35.7043,139.765,489.0,Asia
JAPAN,Tokyo University of Science,289,10000,8,45,90,1500,700,300,150,300,70,https://www.tus.ac.jp,1,1,0,0,1,0,0,1,0,1,35.7172,139.7778,1465.0,Asia
JAPAN,Okayama University,655,6000,20,80,80,1000,450,200,60,200,50,https://www.okayama-u.ac.jp,1,1,1,1,1,0,1,1,0,1,34.6935,133.917,941.0,Asia
JAPAN,Hitotsubashi University,751,3325,15,30,90,930,435,185,125,185,30,https://www.hit-u.ac.jp,0,1,1,0,0,1,0,1,0,0,35.6895,139.5405,2001.0,Asia
JAPAN,Chiba University,700,4500,6,65,85,600,350,150,60,250,40,https://www.chiba-u.ac.jp,1,0,0,1,0,0,0,1,0,1,35.631,140.1016,840.0,Asia
JAPAN,Osaka Metropolitan University,700,4000,10,70,85,800,400,200,70,300,40,https://www.osaka-cu.ac.jp,1,0,0,0,1,0,1,1,0,1,34.6058,135.5067,1383.0,Asia
JAPAN,University of Tokyo,23,10000,10,10,85,1200,500,200,150,200,100,https://www.u-tokyo.ac.jp,1,1,1,1,1,1,1,1,1,1,35.7126,139.7612,29.0,Asia
JORDAN,University of Jordan,1001+,6000,15,50,65,600,250,150,50,100,30,https://www.ju.edu.jo,1,1,1,1,1,1,1,1,1,0,32.011,35.8707,683.0,Asia
KAZAKHSTAN,Al-Farabi Kazakh National University,1001+,4000,20,45,55,600,250,150,50,100,20,https://www.kaznu.kz,1,1,1,1,1,1,1,1,0,1,43.2241,76.9495,1207.0,Asia
KENYA,University of Nairobi,601-650,2000,10,60,50,500,150,100,50,200,30,https://www.uonbi.ac.ke,1,1,1,1,1,1,1,1,1,0,-1.2801,36.8162,1364.0,Africa
KOSOVO,University of Pristina,1001+,1500,5,80,60,400,150,100,50,50,20,https://uni-pr.edu,1,1,1,1,1,1,1,0,1,1,42.6633,21.1623,1809.0,Europe
KUWAIT,Kuwait University,701-750,4000,20,60,75,1100,500,200,100,300,50,http://www.kuniv.edu,1,1,1,1,1,1,1,1,0,1,29.3783,47.9904,1096.0,Asia
KYRGYZSTAN,American University of Central Asia,1001+,4000,15,70,55,400,150,100,50,100,25,https://www.auca.kg,1,1,1,1,1,1,0,1,1,0,42.8328,74.5939,2001.0,Asia
LATVIA,University of Latvia,701-750,5000,20,60,75,700,300,150,100,200,30,https://www.lu.lv,1,1,1,1,1,1,0,1,1,1,56.9504,24.1166,1101.0,Europe
LEBANON,American University of Beirut,400,12000,30,40,60,1000,500,250,100,500,50,https://www.aub.edu.lb,1,1,1,1,1,1,1,1,1,1,33.8961,35.4786,508.0,Asia
LIBYA,University of Tripoli,1001+,3000,5,60,50,400,150,100,50,100,30,https://uot.edu.ly,1,1,1,1,1,1,1,0,1,1,32.8916,13.1872,2001.0,Africa
LITHUANIA,Vilnius University,400,7000,10,55,75,800,300,150,100,150,30,https://www.vu.lt,1,1,1,1,1,1,0,1,1,1,54.682,25.2876,991.0,Europe
LUXEMBOURG,University of Luxembourg,300,10000,30,40,85,1500,700,200,200,500,80,https://www.uni.lu,1,1,1,1,1,1,1,1,0,1,49.6275,6.159,222.0,Europe
MALAYSIA,University of Malaya,133,2500,18,42,72,600,250,150,100,200,30,https://www.um.edu.my,1,1,1,1,1,1,1,1,1,1,3.1203,101.6544,276.0,Asia
MALTA,University of Malta,801-1000,9000,15,40,90,800,300,150,100,200,40,https://www.um.edu.mt,1,1,1,1,1,1,1,1,1,0,35.9022,14.4841,918.0,Europe
MAURITIUS,University of Mauritius,1001+,5000,10,70,80,600,200,150,50,100,40,https://www.uom.ac.mu,1,1,1,1,1,1,1,0,1,0,-20.2384,57.4989,1346.0,Africa
MEXICO,Monterrey Institute of Technology,300,12000,5,40,65,900,350,200,150,200,50,https://tec.mx,1,1,1,1,1,1,0,1,1,1,25.643,-100.3136,713.0,Southern America
MEXICO,National Autonomous University of Mexico,105,1500,10,50,60,700,250,150,50,200,40,https://www.unam.mx,1,1,1,1,1,1,1,1,1,1,19.3322,-99.1872,931.0,Southern America
MOLDOVA,Moldova State University,1001+,2000,10,80,55,400,150,100,50,50,20,https://usm.md,1,1,1,1,1,1,1,1,1,1,47.0225,28.8306,2001.0,Europe
MONTENEGRO,University of Montenegro,1001+,3000,5,70,70,500,200,150,50,100,25,https://www.ucg.ac.me,1,1,1,1,1,1,1,1,1,0,42.4425,19.268,1731.0,Europe
MOROCCO,Mohammed V University,1001+,2000,5,80,60,600,200,150,50,100,20,https://www.um5.ac.ma,1,1,1,1,1,1,0,1,1,1,34.0194,-6.8416,1354.0,Africa
NEPAL,Tribhuvan University,1001+,1000,10,60,55,400,100,100,50,50,10,https://tribhuvan-university.edu.np,1,1,1,1,1,1,1,0,1,1,27.6786,85.3401,1469.0,Asia
NETHERLANDS,Utrecht University,54,14000,18,35,85,1400,800,300,150,600,70,https://www.uu.nl,1,1,1,1,1,1,1,1,1,1,52.0876,5.1214,2001.0,Europe
NETHERLANDS,University of Groningen,66,2200,30,47,89,1200,600,250,150,500,60,https://www.rug.nl,1,1,1,1,1,1,1,1,1,1,53.2194,6.5665,79.0,Europe
NETHERLANDS,Vrije Universiteit Amsterdam,587,12000,20,25,88,1500,800,250,150,400,60,https://vu.nl,1,1,1,1,1,1,1,1,1,1,52.3347,4.8661,125.0,Europe
NETHERLANDS,University of Amsterdam,60,12000,30,40,85,1200,600,200,100,300,80,https://www.uva.nl,1,1,1,1,1,1,1,1,1,1,52.3546,4.9041,61.0,Europe
NEW ZEALAND,University of Auckland,96,20000,32,45,85,1900,950,400,200,500,80,https://www.auckland.ac.nz,1,1,1,1,1,1,1,1,1,1,-36.8521,174.7682,150.0,Oceania
NEW ZEALAND,Victoria University of Wellington,183,25000,21,64,90,1400,600,300,150,400,60,https://www.wgtn.ac.nz,1,1,1,1,1,1,0,1,1,1,-41.2904,174.7686,498.0,Oceania
NEW ZEALAND,University of Waikato,219,6000,20,50,92,1200,500,300,150,400,50,https://www.waikato.ac.nz,1,1,1,1,1,1,1,1,1,1,-37.787,175.3163,500.0,Oceania
NEW ZEALAND,Massey University,313,22000,18,65,90,1500,600,300,150,400,60,https://www.massey.ac.nz,1,1,1,1,1,0,0,1,1,1,-40.3669,175.6115,558.0,Oceania
NEW ZEALAND,University of Canterbury,393,21000,18,70,89,1700,750,350,200,300,60,https://www.canterbury.ac.nz,1,1,1,1,1,1,0,1,1,1,-43.5231,172.5838,521.0,Oceania
NIGERIA,University of Ibadan,1001+,1500,5,60,55,500,150,100,50,200,30,https://www.ui.edu.ng,1,1,1,1,1,1,1,0,1,1,7.4414,3.8993,874.0,Africa
NORTH MACEDONIA,Ss. Cyril and Methodius University,1001+,3000,10,75,70,500,200,150,50,100,30,https://www.ukim.edu.mk,1,1,1,1,1,1,1,1,1,1,41.9981,21.4254,2001.0,Europe
NORWAY,University of Bergen,67,10000,13,18,93,1800,950,350,150,300,80,https://www.uib.no/en,1,1,1,1,1,1,1,1,1,1,60.3884,5.3322,253.0,Europe
NORWAY,University of Oslo,74,9000,16,22,94,1900,1000,350,150,400,80,https://www.uio.no,1,1,1,1,1,1,1,1,1,1,59.9419,10.7211,127.0,Europe
NORWAY,Norwegian University of Science and Technology,205,0,9,35,93,1500,600,350,200,300,60,https://www.ntnu.edu,1,1,1,1,1,1,1,1,1,1,63.4167,10.4034,327.0,Europe
OMAN,Sultan Qaboos University,1001+,4000,5,70,80,700,300,150,100,200,50,https://www.squ.edu.om,1,1,1,1,1,1,1,0,1,1,23.5976,58.1713,772.0,Asia
PAKISTAN,Aga Khan University,1001+,5000,15,40,60,450,200,100,50,200,40,https://www.aku.edu,1,1,1,1,1,1,1,0,1,1,24.898,67.0759,2001.0,Asia
PALESTINE,Birzeit University,1001+,3000,10,70,40,500,150,150,50,100,30,https://www.birzeit.edu,1,1,1,1,1,1,1,0,1,1,31.9586,35.1889,2001.0,Asia
PANAMA,University of Panama,1001+,2000,5,75,60,600,250,150,50,150,40,https://www.up.ac.pa,1,1,1,1,1,1,1,1,1,0,8.9853,-79.5198,2001.0,Southern America
PARAGUAY,National University of Asuncion,1001+,2000,10,80,60,500,150,100,50,100,30,https://www.una.py,1,1,1,1,1,1,0,1,1,1,-25.3531,-57.5738,2001.0,Southern America
PERU,Pontifical Catholic University of Peru,800,7000,10,50,55,500,200,150,50,100,30,https://www.pucp.edu.pe,1,1,1,1,1,1,1,1,1,0,-12.0587,-77.0868,1392.0,Southern America
PHILIPPINES,University of the Philippines,400,1500,10,30,60,400,150,100,50,150,20,https://www.up.edu.ph,1,1,1,1,1,1,1,1,1,1,14.6537,121.0643,1389.0,Asia
POLAND,University of Warsaw,123,2000,10,45,78,900,400,250,120,200,40,https://www.uw.edu.pl,1,1,1,1,1,1,1,1,1,1,52.24,21.0209,791.0,Europe
POLAND,Jagiellonian University,215,2500,13,35,88,800,300,200,100,150,35,https://en.uj.edu.pl,1,1,1,1,1,1,1,1,1,1,50.0614,19.9366,678.0,Europe
PORTUGAL,University of Porto,78,1500,14,45,88,1200,500,250,150,300,50,https://www.up.pt,1,1,1,1,1,1,1,1,1,1,41.1523,-8.6292,471.0,Europe
PORTUGAL,University of Minho,211,2000,12,55,87,900,350,250,120,200,40,https://www.uminho.pt,1,1,1,1,1,1,1,1,1,1,41.5567,-8.3974,711.0,Europe
PORTUGAL,University of Coimbra,299,2500,15,50,88,900,400,200,150,200,40,https://www.uc.pt,1,1,1,1,1,1,1,1,1,1,40.2074,-8.4265,420.0,Europe
PORTUGAL,University of Lisbon,368,3000,10,65,88,1000,400,250,150,150,45,https://www.ulisboa.pt,1,1,1,1,1,1,1,1,1,1,38.7527,-9.1576,452.0,Europe
PORTUGAL,NOVA University of Lisbon,641,7000,20,85,85,1200,600,250,100,300,50,https://www.unl.pt,1,1,1,1,1,1,1,1,1,1,38.7071,-9.1572,573.0,Europe
PORTUGAL,University of Aveiro,650,2500,15,75,80,700,300,150,60,300,40,https://www.ua.pt,1,1,1,0,0,0,0,1,0,1,40.6309,-8.6572,615.0,Europe
PUERTO RICO,University of Puerto Rico,1001+,4000,10,60,65,800,400,200,100,150,50,https://www.upr.edu,1,1,1,1,1,1,1,0,1,1,18.4037,-66.0485,1400.0,Southern America
QATAR,Qatar University,276,13000,30,70,85,1500,900,300,150,400,80,https://www.qu.edu.qa,1,1,1,1,1,1,1,1,1,1,25.3775,51.4901,281.0,Asia
ROMANIA,University of Bucharest,500,6000,20,50,70,600,250,150,50,200,30,https://www.unibuc.ro,1,1,1,1,1,1,1,1,1,1,44.4346,26.0975,1026.0,Europe
RUSSIA,Lomonosov Moscow State University,169,4000,15,12,70,800,300,200,100,200,35,https://www.msu.ru,1,1,1,1,1,1,1,1,1,1,55.7025,37.5309,95.0,Europe
RUSSIA,Saint Petersburg State University,194,3000,12,45,75,800,300,200,100,150,25,https://english.spbu.ru,1,1,1,1,1,1,1,1,1,1,59.9391,30.3006,2001.0,Europe
RUSSIA,Moscow Institute of Physics and Technology,645,4000,10,50,80,600,250,150,60,200,40,https://mipt.ru/english,1,1,1,0,1,0,0,1,0,1,55.9304,37.5189,226.0,Europe
RUSSIA,Novosibirsk State University,228,3000,22,30,72,400,180,100,70,150,15,https://english.nsu.ru,1,1,1,0,1,0,0,1,0,1,54.8496,83.0934,733.0,Europe
RUSSIA,Joint Institute for Nuclear Research,750,1500,15,40,60,700,350,200,50,250,20,https://www.jinr.ru,1,0,0,0,0,0,0,1,0,1,56.7435,37.2146,2001.0,Europe
SAUDI ARABIA,King Saud University,158,7000,10,50,85,1000,400,250,150,300,40,https://ksu.edu.sa,1,1,1,1,1,1,1,1,1,1,24.7006,46.682,449.0,Asia
SAUDI ARABIA,King Fahd University of Petroleum and Minerals,193,3000,6,20,80,900,400,250,120,200,50,https://www.kfupm.edu.sa,1,1,1,0,1,0,0,1,0,1,26.3103,50.1381,218.0,Asia
SAUDI ARABIA,King Abdulaziz University,143,10000,30,50,70,1000,500,200,100,300,80,https://www.kau.edu.sa,1,1,1,1,1,1,1,1,1,1,21.501,39.2386,267.0,Asia
UNITED KINGDOM,University of Edinburgh,27,23000,44,10,75,1400,800,300,150,400,75,https://www.ed.ac.uk,1,1,1,1,1,1,1,1,1,1,55.9444,-3.187,30.0,Europe
SERBIA,University of Belgrade,500,2000,10,60,70,500,200,150,50,100,30,https://www.bg.ac.rs,1,1,1,1,1,1,1,1,1,1,44.8186,20.4578,822.0,Europe
SINGAPORE,Singapore Management University,200,18000,20,30,90,1500,600,300,200,500,60,https://www.smu.edu.sg,1,1,1,1,0,1,0,1,1,0,1.2966,103.8502,2001.0,Asia
SINGAPORE,National University of Singapore,11,15000,45,20,95,2000,900,300,200,400,100,https://www.nus.edu.sg,1,1,1,1,1,1,1,1,1,1,1.2956,103.7764,19.0,Asia
SLOVAKIA,Comenius University Bratislava,500,5000,15,50,75,600,250,150,50,200,30,https://www.uniba.sk,1,1,1,1,1,1,1,1,1,1,48.1522,17.0732,1036.0,Europe
SLOVENIA,University of Ljubljana,545,3000,8,60,85,800,400,150,100,250,30,https://www.uni-lj.si,1,1,1,1,1,1,0,1,1,1,46.05,14.505,913.0,Europe
SOUTH AFRICA,University of Cape Town,60,6000,18,30,65,800,400,200,100,300,50,https://www.uct.ac.za,1,1,1,1,1,1,1,1,1,1,-33.9576,18.4609,167.0,Africa
SOUTH AFRICA,University of Pretoria,132,4000,15,45,60,700,300,150,100,250,40,https://www.up.ac.za,1,1,1,1,1,1,1,1,1,1,-25.7538,28.2314,575.0,Africa
SOUTH AFRICA,Stellenbosch University,191,3000,12,50,55,750,300,200,100,200,30,https://www.sun.ac.za,1,1,1,1,1,1,1,1,1,1,-33.9359,18.8644,337.0,Africa
SOUTH AFRICA,University of KwaZulu-Natal,207,3000,6,55,60,700,250,180,90,150,25,https://www.ukzn.ac.za,1,1,1,1,1,1,1,1,1,1,-29.8587,30.98,550.0,Africa
SOUTH AFRICA,University of Johannesburg,700,2000,5,50,65,600,300,150,70,250,40,https://www.uj.ac.za,1,1,1,1,1,0,0,1,0,1,-26.1909,28.0254,443.0,Africa
SOUTH KOREA,Seoul National University,44,5000,15,15,85,1200,600,250,150,500,50,https://www.useoul.edu,1,1,1,1,1,1,1,1,1,1,37.4599,126.9523,62.0,Asia
SOUTH KOREA,Korea University,149,10000,11,19,85,1200,500,250,150,400,50,https://www.korea.ac.kr,1,1,1,1,1,1,1,1,1,1,37.5915,127.0166,219.0,Asia
SOUTH KOREA,Kyung Hee University,284,8000,11,37,87,1000,400,250,150,200,50,https://www.khu.ac.kr,1,1,1,1,1,1,1,1,1,1,37.3982,127.1082,269.0,Asia
SOUTH KOREA,Hanyang University,285,8500,12,40,86,1000,400,250,150,200,50,https://www.hanyang.ac.kr,1,1,1,1,1,1,1,1,1,1,37.5665,127.0457,317.0,Asia
SOUTH KOREA,Ulsan National Institute of Science and Technology,603,3500,12,20,88,800,400,200,100,300,40,https://unist.ac.kr,1,1,0,0,1,0,0,1,0,1,35.538,129.264,201.0,Asia
SOUTH KOREA,Ewha Womans University,650,4000,20,50,90,1000,400,250,70,300,40,https://www.ewha.ac.kr,1,1,1,0,1,0,1,0,0,1,37.561,126.9469,652.0,Asia
SPAIN,University of Barcelona,81,2900,16,55,88,1500,700,300,150,400,60,https://www.ub.edu,1,1,1,1,1,1,1,1,1,1,41.3851,2.1734,152.0,Europe
SPAIN,Autonomous University of Madrid,250,3000,10,45,75,900,400,200,100,250,40,https://www.uam.es,1,1,1,1,1,1,1,1,1,1,40.5463,-3.6961,353.0,Europe
SPAIN,University of Valencia,286,3000,10,65,85,1200,500,250,150,250,60,https://www.uv.es,1,1,1,1,1,1,1,1,1,1,39.485,-0.4943,599.0,Europe
SPAIN,University of Zaragoza,317,1500,7,70,88,900,350,250,150,200,40,https://www.unizar.es,1,1,1,1,1,1,1,1,1,1,41.6488,-0.8891,999.0,Europe
SPAIN,University of Santiago de Compostela,618,1800,5,60,82,900,400,250,100,250,35,https://www.usc.es,1,1,1,1,1,1,1,1,1,1,42.8763,-8.5544,763.0,Europe
SPAIN,Polytechnic University of Valencia,644,2000,15,70,75,800,350,150,70,150,50,https://www.upv.es,1,1,1,0,1,0,0,1,1,1,39.4812,-0.3406,749.0,Europe
SPAIN,Polytechnic University of Madrid,601,3500,7,35,85,1000,500,250,100,200,45,https://www.upm.es,1,1,0,0,0,0,0,1,1,1,40.4409,-3.726,2001.0,Europe
SPAIN,Rovira i Virgili University,801,2000,10,60,78,900,400,200,80,250,40,https://www.urv.cat,1,1,1,1,1,0,1,1,1,1,41.1167,1.2481,578.0,Europe
SPAIN,University of Oviedo,706,1200,5,75,80,900,350,150,100,250,45,https://www.uniovi.es,1,1,1,1,1,1,1,1,1,1,43.3623,-5.8496,942.0,Europe
SPAIN,University of La Laguna,850,1200,5,70,80,800,350,200,70,250,40,https://www.ull.es,1,1,1,1,1,0,0,1,0,0,28.4818,-16.3161,1099.0,Europe
